	QiY201	QiY202	QiY203	QiY204	QiY205	QiY206	QiY207	Description
EC:2.7.2.2	2476	3003	1812	5929	12911	1972	3867	Carbamate kinase
EC:2.7.2.3	53799	24244	29434	41222	49662	30483	30277	Phosphoglycerate kinase
EC:2.7.2.4	73380	36738	45538	59451	68056	42353	32000	Aspartate kinase
EC:2.7.2.7	2090	1161	553	3033	595	399	1067	Butyrate kinase
EC:2.7.2.8	52486	22651	28215	36239	44516	29642	27495	Acetylglutamate kinase
EC:2.7.3.2	0	13	0	0	0	0	0	Creatine kinase
EC:2.7.3.9	44604	16099	21660	31689	39247	26194	22294	Phosphoenolpyruvate--protein phosphotransferase
EC:2.7.4.1	57432	24980	30148	37817	41939	31706	21651	Polyphosphate kinase
EC:2.7.4.14	53750	23317	27642	38420	46236	29822	21760	UMP/CMP kinase
EC:2.7.4.16	47676	20174	24568	32402	44987	24692	28552	Thiamine-phosphate kinase
EC:2.7.4.2	681	871	861	1072	600	427	519	Phosphomevalonate kinase
EC:2.7.4.22	53514	23650	28814	39164	49260	30066	30222	UMP kinase
EC:2.7.4.23	5848	1683	3484	5758	5274	6621	1097	"Ribose 1,5-bisphosphate phosphokinase"
EC:2.7.4.26	60	90	90	108	4991	76	2565	Isopentenyl phosphate kinase
EC:2.7.4.3	53634	24362	29301	39323	57064	30283	34102	Adenylate kinase
EC:2.7.4.6	51110	22186	28467	37567	48223	29878	28321	Nucleoside-diphosphate kinase
EC:2.7.4.7	46329	20888	26271	33442	48302	26313	28112	Phosphomethylpyrimidine kinase
EC:2.7.4.8	54201	24369	29271	39675	44810	30398	28062	Guanylate kinase
EC:2.7.4.9	45428	19524	23566	33214	49508	27219	30471	dTMP kinase
EC:2.7.6.1	57508	27326	34204	45398	63154	35896	32828	Ribose-phosphate diphosphokinase
EC:2.7.6.2	7633	4186	5398	7908	4371	7378	1971	Thiamine diphosphokinase
EC:2.7.6.3	57203	24444	30882	41568	56576	33194	29826	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
EC:2.7.6.5	79297	28739	31899	42179	55399	26427	43442	GTP diphosphokinase
EC:2.7.7.1	1561	2018	2970	3008	10191	2025	4468	Nicotinamide-nucleotide adenylyltransferase
EC:2.7.7.12	8081	6561	5199	10091	9667	4725	5934	UDP-glucose--hexose-1-phosphate uridylyltransferase
EC:2.7.7.13	55713	27764	31504	40318	53033	31916	34956	Mannose-1-phosphate guanylyltransferase
EC:2.7.7.15	33	32	168	481	137	28	283	Choline-phosphate cytidylyltransferase
EC:2.7.7.18	53472	23513	27504	38756	43360	29538	26223	Nicotinate-nucleotide adenylyltransferase
EC:2.7.7.19	42447	13869	19726	28579	37856	25211	24547	Polynucleotide adenylyltransferase
EC:2.7.7.2	54139	23868	28839	39148	44245	30065	27760	FAD synthetase
EC:2.7.7.23	44522	17906	23165	32442	43944	26894	29944	UDP-N-acetylglucosamine diphosphorylase
EC:2.7.7.24	60390	26979	31830	40799	48312	28817	27786	Glucose-1-phosphate thymidylyltransferase
EC:2.7.7.27	13672	17498	14724	22200	25818	16091	11057	Glucose-1-phosphate adenylyltransferase
EC:2.7.7.3	54112	24047	29406	39816	48352	30439	30089	Pantetheine-phosphate adenylyltransferase
EC:2.7.7.33	30573	3921	4787	5957	7818	4607	6359	Glucose-1-phosphate cytidylyltransferase
EC:2.7.7.38	42293	13743	19105	21644	36573	17276	21685	3-deoxy-manno-octulosonate cytidylyltransferase
EC:2.7.7.39	1029	2112	1846	1608	4397	1397	1066	Glycerol-3-phosphate cytidylyltransferase
EC:2.7.7.4	91857	37804	50525	65814	117188	58418	44388	Sulfate adenylyltransferase
EC:2.7.7.41	55244	25115	31762	42235	64380	31670	30606	Phosphatidate cytidylyltransferase
EC:2.7.7.42	41054	12008	18806	26050	36586	24731	19567	[Glutamate--ammonia-ligase] adenylyltransferase
EC:2.7.7.43	3256	2072	2365	3416	7070	2904	2192	N-acylneuraminate cytidylyltransferase
EC:2.7.7.46	0	0	4	0	0	0	0	Gentamicin 2''-nucleotidyltransferase
EC:2.7.7.47	164	177	310	1093	166	182	34	Streptomycin 3''-adenylyltransferase
EC:2.7.7.49	1875	3571	4367	2096	13620	2142	549	RNA-directed DNA polymerase
EC:2.7.7.53	2239	6904	3457	5355	6250	3251	6680	ATP adenylyltransferase
EC:2.7.7.56	42862	15529	21621	29793	41395	26025	24924	tRNA nucleotidyltransferase
EC:2.7.7.58	1317	908	2022	3241	1420	1044	569	"(2,3-dihydroxybenzoyl)adenylate synthase"
EC:2.7.7.59	40299	10084	17684	25113	34876	23502	20907	[Protein-PII] uridylyltransferase
EC:2.7.7.6	205432	88592	109464	149131	225476	117258	132393	DNA-directed RNA polymerase
EC:2.7.7.60	53197	23922	26825	38837	43053	30102	25724	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EC:2.7.7.61	117	188	391	1036	184	72	148	Citrate lyase holo-[acyl-carrier protein] synthase
EC:2.7.7.62	36225	10539	11829	14915	35143	16132	20842	Adenosylcobinamide-phosphate guanylyltransferase
EC:2.7.7.63	4154	6782	4911	8401	7048	2513	4379	Lipoate--protein ligase
EC:2.7.7.65	10797	5501	10749	15344	12232	13804	4327	Diguanylate cyclase
EC:2.7.7.66	3043	1529	2678	3628	11236	1908	599	Malonate decarboxylase holo-[acyl-carrier protein] synthase
EC:2.7.7.67	159	91	161	87	2082	214	2572	"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase"
EC:2.7.7.68	767	2809	924	1300	4497	2114	1717	2-phospho-L-lactate guanylyltransferase
EC:2.7.7.7	527469	230259	283017	383280	458110	297891	280525	DNA-directed DNA polymerase
EC:2.7.7.70	6714	6343	7758	11823	20007	5797	6991	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
EC:2.7.7.71	1800	3491	2773	2269	289	806	486	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
EC:2.7.7.72	33307	10209	14514	14053	41095	8142	27655	CCA tRNA nucleotidyltransferase
EC:2.7.7.73	639	550	677	3187	623	376	523	Sulfur carrier protein ThiS adenylyltransferase
EC:2.7.7.74	164	22	148	505	136	1278	0	1L-myo-inositol 1-phosphate cytidylyltransferase
EC:2.7.7.75	26528	3484	5600	6330	13485	2820	15282	Molybdopterin adenylyltransferase
EC:2.7.7.76	43134	13520	17492	24576	29109	18188	10062	Molybdenum cofactor cytidylyltransferase
EC:2.7.7.77	41718	14065	19924	27033	30936	22870	27091	Molybdenum cofactor guanylyltransferase
EC:2.7.7.8	52879	22923	28390	38685	43832	29723	27277	Polyribonucleotide nucleotidyltransferase
EC:2.7.7.81	0	0	0	0	7	0	1166	Pseudaminic acid cytidylyltransferase
EC:2.7.7.82	71	40	67	754	145	145	0	"CMP-N,N'-diacetyllegionaminic acid synthase"
EC:2.7.7.83	192	300	29	44	113	29	68	UDP-N-acetylgalactosamine diphosphorylase
EC:2.7.7.85	4637	8064	3957	8864	5048	4382	3377	Diadenylate cyclase
EC:2.7.7.87	53449	20721	28516	39693	48601	28532	28424	L-threonylcarbamoyladenylate synthase
EC:2.7.7.9	49791	17999	24111	39725	41465	31531	27279	UTP--glucose-1-phosphate uridylyltransferase
EC:2.7.8.11	55	1039	196	106	55	381	116	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
EC:2.7.8.12	462	1438	377	369	200	292	419	CDP-glycerol glycerophosphotransferase
EC:2.7.8.13	53595	23745	28847	39415	44516	30542	24656	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EC:2.7.8.14	161	152	94	64	27	32	48	CDP-ribitol ribitolphosphotransferase
EC:2.7.8.15	0	0	0	0	4479	0	1575	N-acetylglucosaminephosphotransferase
EC:2.7.8.20	2281	2159	2944	3090	2057	1235	1752	Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase
EC:2.7.8.24	1627	1658	2988	3490	4330	4068	634	Phosphatidylcholine synthase
EC:2.7.8.26	35623	11322	13828	16876	36453	16993	22417	Adenosylcobinamide-GDP ribazoletransferase
EC:2.7.8.28	909	2749	1051	1460	13059	2216	2071	2-phospho-L-lactate transferase
EC:2.7.8.31	258	167	300	271	168	184	0	Undecaprenyl-phosphate glucose phosphotransferase
EC:2.7.8.33	3459	6980	5007	7662	7455	3720	3377	N-acetylglucosaminephosphotransferase
EC:2.7.8.34	143	88	197	429	538	1215	1584	CDP-L-myo-inositol myo-inositolphosphotransferase
EC:2.7.8.36	0	0	0	0	22	6	9	transferase
EC:2.7.8.37	10340	5247	11622	17040	16498	21659	3112	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
EC:2.7.8.39	0	2	11	0	5018	24	3229	Archaetidylinositol phosphate synthase
EC:2.7.8.41	36977	11976	14887	20405	22547	22165	16554	Cardiolipin synthase (CMP-forming)
EC:2.7.8.5	43227	24151	24437	33539	54112	24375	30008	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EC:2.7.8.6	1501	305	405	461	375	508	191	Undecaprenyl-phosphate galactose phosphotransferase
EC:2.7.8.7	40665	15316	18098	28379	29534	23405	25048	Holo-[acyl-carrier-protein] synthase
EC:2.7.8.8	48387	17543	26893	31848	41522	25052	26126	CDP-diacylglycerol--serine O-phosphatidyltransferase
EC:2.7.9.1	15196	10138	11606	22179	16092	18265	5463	"Pyruvate, phosphate dikinase"
EC:2.7.9.2	32895	20241	16817	17098	39158	14315	26448	"Pyruvate, water dikinase"
EC:2.7.9.3	37120	9625	10772	14743	29023	7639	19528	"Selenide, water dikinase"
EC:2.8.1.1	49971	21061	27865	44813	84731	34600	25060	Thiosulfate sulfurtransferase
EC:2.8.1.10	42984	17810	23798	29822	39148	25323	22133	Thiazole synthase
EC:2.8.1.12	48316	19082	24762	32946	42782	26128	25328	Molybdopterin synthase
EC:2.8.1.2	48433	20419	26669	41988	65003	33861	24382	3-mercaptopyruvate sulfurtransferase
EC:2.8.1.6	47825	18824	24130	34524	44418	22095	24275	Biotin synthase
EC:2.8.1.7	94231	62369	70335	95947	106660	73966	62072	Cysteine desulfurase
EC:2.8.1.8	50930	24587	28985	37318	53928	29959	25459	Lipoyl synthase
EC:2.8.2.1	14	0	45	92	24	15	55	Aryl sulfotransferase
EC:2.8.2.2	1	0	0	0	250	0	0	Alcohol sulfotransferase
EC:2.8.2.22	33	7	247	458	0	0	9	Aryl-sulfate sulfotransferase
EC:2.8.3.1	1027	1016	1331	1967	1219	1107	534	Propionate CoA-transferase
EC:2.8.3.10	121	216	393	1059	188	83	185	Citrate CoA-transferase
EC:2.8.3.12	4418	2901	4213	5773	41262	7375	4889	Glutaconate CoA-transferase
EC:2.8.3.13	0	0	0	40	52	116	80	Succinate--hydroxymethylglutarate CoA-transferase
EC:2.8.3.15	68	17	3	5	332	0	3303	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase
EC:2.8.3.16	79331	8975	12428	14263	25981	13418	9801	Formyl-CoA transferase
EC:2.8.3.17	0	0	0	0	4	0	16	Cinnamoyl-CoA:phenyllactate CoA-transferase
EC:2.8.3.18	4831	3625	6272	6011	14122	4048	4308	Succinyl-CoA:acetate CoA-transferase
EC:2.8.3.19	445	343	463	428	1016	434	2203	CoA:oxalate CoA-transferase
EC:2.8.3.20	24	63	63	135	34	46	0	Succinyl-CoA--D-citramalate CoA-transferase
EC:2.8.3.21	0	15	225	627	38	0	92	L-carnitine CoA-transferase
EC:2.8.3.22	947	443	535	534	1732	724	366	Succinyl-CoA--L-malate CoA-transferase
EC:2.8.3.5	89908	32591	43814	57896	88538	50251	12458	3-oxoacid CoA-transferase
EC:2.8.3.6	54063	9214	10810	8975	12788	9423	6335	3-oxoadipate CoA-transferase
EC:2.8.3.8	1230	606	927	1947	666	724	892	Acetate CoA-transferase
EC:2.8.3.9	1230	591	746	1485	628	724	806	Butyrate--acetoacetate CoA-transferase
EC:2.8.4.1	0	0	0	0	1047	48	4239	Coenzyme-B sulfoethylthiotransferase
EC:2.8.4.2	114	1305	238	236	100	647	35	Arsenate-mycothiol transferase
EC:2.8.4.3	52823	22847	27196	37900	43689	29638	27136	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EC:2.8.4.4	48927	17235	24309	30064	38916	22731	20001	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase
EC:2.8.4.5	20806	11888	15945	23573	11765	20162	8292	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
EC:2.9.1.1	3976	3424	3888	8949	14700	4511	5031	L-seryl-tRNA(Sec) selenium transferase
EC:3.1.1.1	4023	7076	4350	5442	3121	4264	3869	Carboxylesterase
EC:3.1.1.11	9845	2879	3024	5757	1655	4344	107	Pectinesterase
EC:3.1.1.15	687	443	930	1921	467	2005	296	L-arabinonolactonase
EC:3.1.1.17	20332	8182	14004	23246	9862	20818	4230	Gluconolactonase
EC:3.1.1.2	0	0	0	0	0	0	27	Arylesterase
EC:3.1.1.22	757	687	2659	2132	1977	2430	1671	Hydroxybutyrate-dimer hydrolase
EC:3.1.1.24	57930	8799	13064	17154	21188	18534	4402	3-oxoadipate enol-lactonase
EC:3.1.1.27	0	0	0	0	0	47	3	4-pyridoxolactonase
EC:3.1.1.29	53581	24540	29107	39334	49337	30556	30295	Aminoacyl-tRNA hydrolase
EC:3.1.1.3	6596	5236	5796	7470	8842	5141	3650	Triacylglycerol lipase
EC:3.1.1.31	54112	23570	26128	38411	44967	33225	15315	6-phosphogluconolactonase
EC:3.1.1.32	2750	2241	4701	3415	4749	3101	3114	Phospholipase A(1)
EC:3.1.1.4	2750	2241	4701	3415	4749	3101	3114	Phospholipase A(2)
EC:3.1.1.41	2241	860	342	808	409	840	355	Cephalosporin-C deacetylase
EC:3.1.1.45	82221	27795	37216	50576	57995	46135	21992	Carboxymethylenebutenolidase
EC:3.1.1.47	7	6	6	11	0	0	0	1-alkyl-2-acetylglycerophosphocholine esterase
EC:3.1.1.5	54288	15288	26575	42866	41444	37538	19293	Lysophospholipase
EC:3.1.1.53	19108	15033	14240	17717	7061	12330	678	Sialate O-acetylesterase
EC:3.1.1.57	2888	680	1728	3370	2296	2859	1212	"2-pyrone-4,6-dicarboxylate lactonase"
EC:3.1.1.61	79421	31084	43034	60514	68027	51771	36742	Protein-glutamate methylesterase
EC:3.1.1.73	4538	1160	2031	3618	3017	5003	1406	Feruloyl esterase
EC:3.1.1.74	0	368	144	198	0	4035	56	Cutinase
EC:3.1.1.75	34777	6303	13542	18152	13014	16991	4881	Poly(3-hydroxybutyrate) depolymerase
EC:3.1.1.81	822	63	186	208	41	79	0	Quorum-quenching N-acyl-homoserine lactonase
EC:3.1.1.85	4026	2453	4503	4710	20104	3743	13717	Pimeloyl-[acyl-carrier protein] methyl ester esterase
EC:3.1.1.96	0	0	0	0	4930	16	2488	D-aminoacyl-tRNA deacylase
EC:3.1.11.1	3391	1945	5330	6365	15484	3755	4042	Exodeoxyribonuclease I
EC:3.1.11.2	101622	37788	51920	70383	78749	63275	39229	Exodeoxyribonuclease III
EC:3.1.11.5	24293	20542	25137	28635	52184	24527	14726	Exodeoxyribonuclease V
EC:3.1.11.6	102290	41289	50243	72555	85627	55636	50224	Exodeoxyribonuclease VII
EC:3.1.12.1	2083	1585	1131	1986	6907	677	2568	5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)
EC:3.1.13.1	26129	3317	4999	5765	15048	2141	15631	Exoribonuclease II
EC:3.1.13.3	12837	11037	9446	13383	6503	6639	5525	Oligonucleotidase
EC:3.1.13.5	30375	16287	25738	41247	34401	39562	7014	Ribonuclease D
EC:3.1.2.1	95	959	721	93	179	191	74	Acetyl-CoA hydrolase
EC:3.1.2.12	36712	7667	16490	21891	27332	18056	6264	S-formylglutathione hydrolase
EC:3.1.2.20	5	217	17	28	493	4	635	Acyl-CoA hydrolase
EC:3.1.2.21	810	938	921	1163	783	584	490	Dodecanoyl-[acyl-carrier-protein] hydrolase
EC:3.1.2.23	2541	2553	3466	4635	16161	2157	2336	4-hydroxybenzoyl-CoA thioesterase
EC:3.1.2.25	2	0	6	0	207	0	11	Phenylacetyl-CoA hydrolase
EC:3.1.2.28	3372	5137	5445	7198	3726	6008	327	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
EC:3.1.2.29	526	377	277	408	355	366	54	Fluoroacetyl-CoA thioesterase
EC:3.1.2.30	250	426	601	407	1470	704	58	(3S)-malyl-CoA thioesterase
EC:3.1.2.4	0	7	36	25	137	58	72	3-hydroxyisobutyryl-CoA hydrolase
EC:3.1.2.6	40518	11367	20435	27135	37208	24181	18953	Hydroxyacylglutathione hydrolase
EC:3.1.21.1	1798	788	1670	3151	20776	970	566	Deoxyribonuclease I
EC:3.1.21.2	5186	7600	4055	8174	9841	4353	11960	Deoxyribonuclease IV
EC:3.1.21.3	68852	38602	42684	47912	81422	33277	46112	Type I site-specific deoxyribonuclease
EC:3.1.21.4	469	516	666	2513	561	896	760	Type II site-specific deoxyribonuclease
EC:3.1.21.5	2947	1774	2062	1971	3571	2839	1495	Type III site-specific deoxyribonuclease
EC:3.1.21.7	6391	4151	4215	5318	5139	2357	5444	Deoxyribonuclease V
EC:3.1.22.4	52021	22157	28228	38309	43785	29870	27551	Crossover junction endodeoxyribonuclease
EC:3.1.26.11	13907	12240	11110	14625	13485	5695	6476	Ribonuclease Z
EC:3.1.26.12	40692	12720	19522	25771	36682	24410	19926	Ribonuclease E
EC:3.1.26.3	53535	24162	29397	39200	45946	30050	28405	Ribonuclease III
EC:3.1.26.4	112201	49456	61214	83949	100020	64678	60905	Ribonuclease H
EC:3.1.26.5	52910	21990	27533	36401	54433	29180	36218	Ribonuclease P
EC:3.1.26.8	2100	1656	1434	2768	1043	808	1210	Ribonuclease M5
EC:3.1.27.1	8748	3942	8748	14536	7564	15425	1630	Ribonuclease T(2)
EC:3.1.27.3	25150	2059	2100	2530	3654	1349	3488	Ribonuclease T(1)
EC:3.1.27.6	0	15	282	745	42	53	86	Enterobacter ribonuclease
EC:3.1.27.9	0	0	0	0	8679	16	3950	Transferred entry: 4.6.1.16
EC:3.1.3.1	81445	20398	28962	41291	26909	30473	8528	Alkaline phosphatase
EC:3.1.3.10	0	35	351	1298	164	64	93	Glucose-1-phosphatase
EC:3.1.3.11	60315	24918	30795	44045	52283	34448	29724	Fructose-bisphosphatase
EC:3.1.3.12	44121	13585	15288	23763	18738	19213	7511	Trehalose-phosphatase
EC:3.1.3.15	16480	14785	13315	17928	9262	12887	5388	Histidinol-phosphatase
EC:3.1.3.16	63799	35908	38354	47648	69318	36437	27857	Protein-serine/threonine phosphatase
EC:3.1.3.18	125779	34453	50090	61930	109220	52746	59049	Phosphoglycolate phosphatase
EC:3.1.3.2	5507	2822	7122	11670	4139	10230	1240	Acid phosphatase
EC:3.1.3.23	3419	5637	5923	9868	2899	4528	1033	Sugar-phosphatase
EC:3.1.3.25	71171	31084	41660	62010	75772	56561	33774	Inositol-phosphate phosphatase
EC:3.1.3.26	1161	457	539	860	440	1869	173	4-phytase
EC:3.1.3.27	32597	6724	12264	15560	31516	11169	20501	Phosphatidylglycerophosphatase
EC:3.1.3.3	55602	22813	27230	35544	66743	31241	31371	Phosphoserine phosphatase
EC:3.1.3.37	10824	5452	9921	16163	8674	15813	1757	Sedoheptulose-bisphosphatase
EC:3.1.3.39	0	2	0	0	0	0	0	Streptomycin-6-phosphatase
EC:3.1.3.4	485	328	1384	2307	647	666	298	Phosphatidate phosphatase
EC:3.1.3.41	1654	1537	1334	1566	1482	876	1017	4-nitrophenylphosphatase
EC:3.1.3.45	38756	11646	15037	15867	31493	9274	20231	3-deoxy-manno-octulosonate-8-phosphatase
EC:3.1.3.48	49737	27852	29574	38064	59107	31832	26935	Protein-tyrosine-phosphatase
EC:3.1.3.5	96201	35948	49239	64454	64089	47346	38003	5'-nucleotidase
EC:3.1.3.6	6574	3590	5687	11120	5022	8067	2834	3'-nucleotidase
EC:3.1.3.69	55	804	611	265	1638	30	0	Glucosylglycerol 3-phosphatase
EC:3.1.3.7	29795	22507	27348	38671	44308	29128	11172	"3'(2'),5'-bisphosphate nucleotidase"
EC:3.1.3.70	128	1146	855	575	2367	179	200	Mannosyl-3-phosphoglycerate phosphatase
EC:3.1.3.71	7683	7293	6184	8709	4465	4303	916	2-phosphosulfolactate phosphatase
EC:3.1.3.73	10066	9415	11907	12033	26819	8393	21400	Adenosylcobalamin/alpha-ribazole phosphatase
EC:3.1.3.77	1085	1018	3006	1682	12436	2688	401	Acireductone synthase
EC:3.1.3.79	63	41	248	140	161	493	16	Mannosylfructose-phosphate phosphatase
EC:3.1.3.8	6215	3276	6247	9381	4810	11360	882	3-phytase
EC:3.1.3.81	485	328	1384	2307	647	666	298	Diacylglycerol diphosphate phosphatase
EC:3.1.3.82	38969	11626	13531	19322	30997	11278	22525	"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
EC:3.1.3.83	38969	11626	13531	19322	30997	11278	22525	"D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase"
EC:3.1.3.87	421	292	317	252	241	152	1754	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
EC:3.1.3.89	295	264	417	1873	386	215	159	5'-deoxynucleotidase
EC:3.1.3.90	293	544	508	1909	147	143	253	Maltose 6'-phosphate phosphatase
EC:3.1.3.92	0	0	0	0	2	0	12	Kanosamine-6-phosphate phosphatase
EC:3.1.3.93	36	36	88	98	289	235	111	L-galactose 1-phosphate phosphatase
EC:3.1.30.1	497	298	1007	578	1106	795	39	Aspergillus nuclease S(1)
EC:3.1.31.1	725	1521	1535	789	5630	276	843	Micrococcal nuclease
EC:3.1.4.1	0	0	0	0	4	0	0	Phosphodiesterase I
EC:3.1.4.12	0	0	0	0	10	0	0	Sphingomyelin phosphodiesterase
EC:3.1.4.14	0	33	357	1333	170	65	91	[Acyl-carrier-protein] phosphodiesterase
EC:3.1.4.16	6574	3590	5687	11120	5022	8067	2834	"2',3'-cyclic-nucleotide 2'-phosphodiesterase"
EC:3.1.4.17	389	268	271	256	698	1172	148	"3',5'-cyclic-nucleotide phosphodiesterase"
EC:3.1.4.3	7643	7468	9354	13461	4571	10714	1559	Phospholipase C
EC:3.1.4.4	24	122	82	97	452	432	9	Phospholipase D
EC:3.1.4.46	75455	40118	40156	55767	61998	46345	28236	Glycerophosphodiester phosphodiesterase
EC:3.1.4.52	1436	291	714	2619	434	1800	228	Cyclic-guanylate-specific phosphodiesterase
EC:3.1.4.54	10	132	19	17	94	0	0	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D
EC:3.1.4.55	20394	10898	16470	26733	11349	20722	3511	"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase"
EC:3.1.5.1	51265	18351	23924	33246	37503	26327	25195	dGTPase
EC:3.1.6.1	9709	9342	12805	16998	35938	18681	2603	Arylsulfatase
EC:3.1.6.12	0	22	2	2	3	0	6	N-acetylgalactosamine-4-sulfatase
EC:3.1.6.13	0	109	11	127	618	2	1	Iduronate-2-sulfatase
EC:3.1.6.14	0	90	12	64	51	6	10	N-acetylglucosamine-6-sulfatase
EC:3.1.6.6	2698	1533	2379	3413	4800	2802	678	Choline-sulfatase
EC:3.1.6.8	42	42	29	14	467	97	17	Cerebroside-sulfatase
EC:3.1.7.2	7631	3770	7085	10238	9589	9582	3326	"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
EC:3.1.8.1	0	0	0	0	0	0	27	Aryldialkylphosphatase
EC:3.10.1.1	221	195	181	250	63	218	0	N-sulfoglucosamine sulfohydrolase
EC:3.11.1.1	2744	1099	1431	3253	1952	1879	740	Phosphonoacetaldehyde hydrolase
EC:3.11.1.2	515	351	940	803	374	1019	101	Phosphonoacetate hydrolase
EC:3.13.1.1	2322	1560	2147	3199	2939	2304	636	UDP-sulfoquinovose synthase
EC:3.13.1.3	0	0	472	0	0	0	0	2'-hydroxybiphenyl-2-sulfinate desulfinase
EC:3.2.1.1	17200	16718	15898	18914	26404	13083	10032	Alpha-amylase
EC:3.2.1.10	3366	2875	824	1583	960	2118	538	"Oligo-1,6-glucosidase"
EC:3.2.1.11	60	160	879	444	13	282	0	Dextranase
EC:3.2.1.113	58	36	58	720	0	330	0	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
EC:3.2.1.122	70	244	325	1118	155	117	243	Maltose-6'-phosphate glucosidase
EC:3.2.1.123	75	33	32	0	27	69	53	Endoglycosylceramidase
EC:3.2.1.130	28	15	0	0	0	0	0	"Glycoprotein endo-alpha-1,2-mannosidase"
EC:3.2.1.132	0	25	5	11	10	0	11	Chitosanase
EC:3.2.1.135	72	206	62	111	74	86	100	Neopullulanase
EC:3.2.1.136	10	144	19	23	54	0	0	"Glucuronoarabinoxylan endo-1,4-beta-xylanase"
EC:3.2.1.139	7825	4166	4947	6473	1774	4088	92	Alpha-glucuronidase
EC:3.2.1.14	5423	7218	8999	11018	3253	7153	1200	Chitinase
EC:3.2.1.141	9489	6410	5828	8341	6985	10826	1613	4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase
EC:3.2.1.143	0	46	17	0	0	0	0	Poly(ADP-ribose) glycohydrolase
EC:3.2.1.15	521	325	529	722	394	470	5	Polygalacturonase
EC:3.2.1.156	761	170	168	204	25	504	0	Oligosaccharide reducing-end xylanase
EC:3.2.1.165	10	10	35	27	0	248	0	"Exo-1,4-beta-D-glucosaminidase"
EC:3.2.1.17	2853	1617	2786	6813	2103	3592	1205	Lysozyme
EC:3.2.1.170	129	147	19	1356	99	53	134	Mannosylglycerate hydrolase
EC:3.2.1.172	9872	4179	4879	7667	1301	5791	214	Unsaturated rhamnogalacturonyl hydrolase
EC:3.2.1.177	8904	5486	6291	10026	2043	8074	377	Alpha-D-xyloside xylohydrolase
EC:3.2.1.18	2878	4567	2953	2429	1900	2610	534	Exo-alpha-sialidase
EC:3.2.1.180	167	385	206	687	337	409	525	Unsaturated chondroitin disaccharide hydrolase
EC:3.2.1.183	89	120	381	1277	171	366	113	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)
EC:3.2.1.184	1800	535	500	1015	779	448	359	"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)"
EC:3.2.1.20	38899	31850	30475	48525	19893	43557	4392	Alpha-glucosidase
EC:3.2.1.21	89435	55182	55244	84895	33086	71829	7627	Beta-glucosidase
EC:3.2.1.22	21210	16850	11344	16656	7241	16997	2961	Alpha-galactosidase
EC:3.2.1.23	40821	31084	22974	29329	13497	32119	5151	Beta-galactosidase
EC:3.2.1.24	4694	3838	2568	5670	3651	3559	801	Alpha-mannosidase
EC:3.2.1.25	9238	3304	3531	5668	2761	7996	623	Beta-mannosidase
EC:3.2.1.26	5063	4018	2676	5058	2053	2674	759	Beta-fructofuranosidase
EC:3.2.1.28	11389	4030	5463	9190	1543	4259	313	"Alpha,alpha-trehalase"
EC:3.2.1.3	3434	391	771	2255	361	2042	90	"Glucan 1,4-alpha-glucosidase"
EC:3.2.1.31	1449	803	474	648	843	2483	218	Beta-glucuronidase
EC:3.2.1.35	1182	1092	169	149	204	199	350	Hyaluronoglucosaminidase
EC:3.2.1.37	10024	2735	3418	6812	2991	9898	271	"Xylan 1,4-beta-xylosidase"
EC:3.2.1.4	45204	12077	17394	21851	15565	16186	6795	Cellulase
EC:3.2.1.40	4860	7838	5509	4802	2197	7304	376	Alpha-L-rhamnosidase
EC:3.2.1.41	4871	1074	1159	2009	612	621	566	Pullulanase
EC:3.2.1.45	15340	8247	6803	7663	3684	4205	399	Glucosylceramidase
EC:3.2.1.46	0	0	0	0	0	20	0	Galactosylceramidase
EC:3.2.1.50	790	684	171	218	680	1455	78	Alpha-N-acetylglucosaminidase
