	Phylum	Class
36443f8ed1a1ea7b296337d070d964a6	p__Proteobacteria	c__Alphaproteobacteria
afbdaeee55accff213d3f1132ece2a1a	p__Actinobacteria	c__Actinobacteria
a1f7ff69e1e9f693711af0adc38ae68e	p__Euryarchaeota	c__Thermoplasmata
d788445432f9ed72e36d8bf5c59acc5c	p__Actinobacteria	c__Acidimicrobiia
31f20a15585650c79c4f256f669de05f	p__Cyanobacteria	c__Oscillatoriophycideae
921ea6c08ab938403911f34ddb90b9c5	p__Proteobacteria	c__Alphaproteobacteria
48ef3cdb4d55b33858e6a315e14520ee	p__Actinobacteria	c__Actinobacteria
3b5724f8fcdea59c57b2a309eaf76f94	p__Proteobacteria	c__Alphaproteobacteria
6edc3d5593613e44d97559c3feb76c19	p__Proteobacteria	c__Alphaproteobacteria
f18ce5b67d94dcb9d98555c244385c32	p__Bacteroidetes	c__Saprospirae
6b4f05dd3d5572b4954f64996b5ba630	p__Proteobacteria	c__Alphaproteobacteria
63f3d05b8944e779c60f5e6b2cb66685	p__Proteobacteria	c__Gammaproteobacteria
4487620a5f86d839ee5772eaa5103782	p__Proteobacteria	c__Alphaproteobacteria
2966415f8f11decd7fb6c405d7db2112	p__Actinobacteria	c__Actinobacteria
6d7e8cd37288ca0fca30b4f4f3823ce9	p__Crenarchaeota	c__MCG
eb30dd84a635d724db6e820fe17b15c9	p__Proteobacteria	c__Gammaproteobacteria
b032f65c3330e5d13a9d95b6fb00b48c	p__Proteobacteria	c__Alphaproteobacteria
797627f6f94f196b39e999c0f08a0331	p__Proteobacteria	c__Betaproteobacteria
20f74164b38df647421ae75f4e7d87b4	p__Firmicutes	c__Bacilli
d62231c2e4daf5aba2c63b3ce4b3c380	p__Proteobacteria	c__Alphaproteobacteria
d45682777f2ff7e01c2cfad6bbc3ddf4	p__Proteobacteria	c__Betaproteobacteria
a42cc90f786913851ee90e3e829ad55b	p__Proteobacteria	c__Betaproteobacteria
4ced2eee806cc7058dedf657d65e0d62	p__Firmicutes	c__Clostridia
eaa7b087946d6d8a233e32f75ec53ca4	p__Proteobacteria	c__Alphaproteobacteria
cae3dbc3bda6b71f57c6babddaeb1698	p__Actinobacteria	c__Actinobacteria
c20467b7a43a649ab5789988b862fd42	p__Proteobacteria	c__Betaproteobacteria
2c64e849465dc70cb1fedaa18ecab28b	p__Proteobacteria	c__Alphaproteobacteria
61137170d2ffbaaa12d5628641f4fd28	p__Proteobacteria	c__Alphaproteobacteria
1a0ab66ff4ed81bc1f3d6f4b29a98a2c	p__Proteobacteria	c__Gammaproteobacteria
13c461a7a867f59e47e5830d0d696bc6	p__Bacteroidetes	c__Cytophagia
d95bca9bcf355094b5c083a2909d2790	p__Proteobacteria	c__Alphaproteobacteria
2078bc5a8920fb3d5871103ea8ae67d7	p__TM7	c__TM7_3
b4562c2a82c26fe37532a991d1f8765f	p__Gemmatimonadetes	c__Gemmatimonadetes
f63a447981ceec2f3a93f73c4f17a731	p__Bacteroidetes	c__Saprospirae
690693d03db9a8b84cf5989b4561835b	p__Proteobacteria	c__Betaproteobacteria
eb8b8b123390167909515a16cbb8ddf0	p__Proteobacteria	c__Alphaproteobacteria
3988c30fbd9a2c81536941eb04b1be61	p__Proteobacteria	c__Alphaproteobacteria
fd8444812d17bd4e40c9dbfabb33be93	p__Proteobacteria	c__Betaproteobacteria
787cb687ae4a96bbc7b8d81a6e3f0591	p__Proteobacteria	c__Alphaproteobacteria
f9aaa76ff0170d775265a8ca3c28df48	p__Bacteroidetes	c__Saprospirae
d70cd768367ba383de3df4077cd34ba9	p__Bacteroidetes	c__Cytophagia
ffa284a9f251a2e499ec067ba88fe95d	p__Actinobacteria	c__Acidimicrobiia
15c296ddd80b1c58c1e35bbe9738ed94	p__Bacteroidetes	c__Saprospirae
914f244270a6a65f726dd76b58fda798	p__Proteobacteria	c__Alphaproteobacteria
96dd379e78e19cdfc1441895672aabba	p__Proteobacteria	c__Gammaproteobacteria
93c30c2b66ab1c8487d094c5b0e85cf1	p__Firmicutes	c__Clostridia
8a2f6345f06ae1628aee00007ee2a4df	p__Actinobacteria	c__Actinobacteria
337a65ced37c7aa520b67f2632cd6ce5	p__TM7	c__TM7_1
c8bf1c497fa1e3ebc8ed0d63f3d592a2	p__Proteobacteria	c__Alphaproteobacteria
bf875c2d80d775eebfa43de93a10bad9	p__Chloroflexi	c__Thermomicrobia
668e7978f1488acbb2884c4707271860	p__Proteobacteria	c__TA18
2ff7f0fdfba3cfae3318ba99ef325fd6	p__Proteobacteria	c__Gammaproteobacteria
9cac79200e720c633cb75c5719107c05	p__Proteobacteria	c__Gammaproteobacteria
0af750104aa0854284665fb61c09d2e8	p__Proteobacteria	c__Gammaproteobacteria
139c2eb31a948083c4bf56bbec22d92a	p__Proteobacteria	c__Gammaproteobacteria
0c17b351d6b2b5b1bbbe935c4ddb3537	p__Proteobacteria	c__Betaproteobacteria
fc73492fa4fb2a37045d16f3e074be1a	p__Proteobacteria	c__Alphaproteobacteria
68cc58510744842f3f9bf6b65500a794	p__Proteobacteria	c__Gammaproteobacteria
0359a682bd2c0043b64c21d3b07950b4	p__Proteobacteria	c__Betaproteobacteria
39d3759003ec8bda137c9961ae166a20	p__Euryarchaeota	c__Thermoplasmata
8faa10f6fd56f94f90173b93a9206123	p__Nitrospirae	c__Nitrospira
ea41b0be521af07bebe1628b9ba97d54	p__Actinobacteria	c__Actinobacteria
de45d0447aca77274886be13064fad2f	p__Proteobacteria	c__Gammaproteobacteria
e50ed98173ce95ad3607014a3e4dbc8d	p__Proteobacteria	c__Alphaproteobacteria
dc95f055d8e2b8e57921368a73ad5f5e	p__Proteobacteria	c__Alphaproteobacteria
c2acfe23913d72609c7bf950a5e16012	p__Proteobacteria	c__Alphaproteobacteria
ba17c96b7b7dd85e05be8a274d95d7e1	p__Bacteroidetes	c__Bacteroidia
b7279e5a6232c49bd1fba080c140efd6	p__Proteobacteria	c__Betaproteobacteria
02439472fcd09caed5716f89aec50105	p__Proteobacteria	c__Alphaproteobacteria
e696ad275b0b89fe4e20a4a3fbf67179	p__Proteobacteria	c__Alphaproteobacteria
f61a65dc8af5250a09cb54bbfc326315	p__Bacteroidetes	c__Bacteroidia
fc5b5c8c784108ffd1805762aae99241	p__Bacteroidetes	c__Cytophagia
193558636e16545361f40f49fdc63b49	p__Proteobacteria	c__Alphaproteobacteria
715a75026f224d36f0a9c1e6139ebb4c	p__Proteobacteria	c__Gammaproteobacteria
0ce53d3a6c4b7a9234a04ce0fe4a6b93	p__Proteobacteria	c__Alphaproteobacteria
d8532dd8fbde674e53c4aa9376241eaa	p__Proteobacteria	c__Betaproteobacteria
3cfeba4d2dd678a753c785e143a8e1cc	p__Bacteroidetes	c__Saprospirae
36054aab19c2857a5083c8ae3dd1335a	p__Acidobacteria	c__Chloracidobacteria
2a6d2a69e171171e23134a2f387bc4f7	p__Firmicutes	c__Bacilli
0efb6f20d61e50f059952fe52709a6e0	p__Proteobacteria	c__Betaproteobacteria
615e86c6e87a73dcfac85f6ab81aebc1	p__Bacteroidetes	c__Saprospirae
3f7199b7b7bbc01c3924decd24c88690	p__Cyanobacteria	c__Synechococcophycideae
6438eadacb8480430b7673bd297e58c1	p__Actinobacteria	c__Actinobacteria
12cec04e113f4e1902b64ffecc2b1d51	p__Proteobacteria	c__Alphaproteobacteria
a780128514c6a2925818ce5da7dd3dc3	p__Proteobacteria	c__Betaproteobacteria
44a86aac5215d564436c398a05c06d48	p__Proteobacteria	c__Alphaproteobacteria
3b93f85d8dc815b7ed6f5ecb74d91eef	p__Proteobacteria	c__Betaproteobacteria
9ff1156aa1f15614f36d6d79bd846bd5	p__Proteobacteria	c__Gammaproteobacteria
544db0b6b7eb77ca9bcc53419d6c0616	p__Actinobacteria	c__Actinobacteria
95e0c3fdf2beb91f2bfb3f33f0cd6403	p__Proteobacteria	c__Betaproteobacteria
501a72383fd773a5aec92a9f6e5259b6	p__Bacteroidetes	c__Sphingobacteriia
95913b29854030ca7833049bd5a5ed01	p__Proteobacteria	c__Alphaproteobacteria
b157fbe8a192c7896609244ce0199ce3	p__Proteobacteria	c__Alphaproteobacteria
3a808db5e9b0ef5e959e92107f92c30a	p__Proteobacteria	c__Alphaproteobacteria
ea876965cf7adebd8e048408fe3449d9	p__Proteobacteria	c__Gammaproteobacteria
4d56b6b0577719ccd2132fdc3a6f6258	p__Bacteroidetes	c__Flavobacteriia
33a254512b408cba3f035c6f03191116	p__Bacteroidetes	c__Cytophagia
6ff53d35913fda2f8563069fb578bfe9	p__Proteobacteria	c__Gammaproteobacteria
f90254b4b60f01f98d6e7dd2f93ccf06	p__TM7	c__TM7_3
e58af85e420bf4dd71dcd548e57904d5	p__Proteobacteria	c__Betaproteobacteria
bf512f732a4a50f234c5c7270cc31249	p__Firmicutes	c__Clostridia
1c9bb913d7ac6793548ddcfbf94b84ae	p__Bacteroidetes	c__Sphingobacteriia
2a4baa255be8f335cd26f6ff4410a4b2	p__Proteobacteria	c__Gammaproteobacteria
1755623a3d31d0ec451b70ec60622cd2	p__Bacteroidetes	c__Cytophagia
1b84917ad3808d0e9b597dc9301b5f61	p__Acidobacteria	c__Acidobacteria_6
2d5c1e8d7e853137ec1bbdb27942a45f	p__Actinobacteria	c__Actinobacteria
2a8987ac4b265ab98c5881b3bac0adb1	p__Proteobacteria	c__Alphaproteobacteria
3b50ecf15698dd86b7b3c3060583999b	p__Bacteroidetes	c__Cytophagia
91670c041b854f98d0e090a61569006c	p__Proteobacteria	c__Deltaproteobacteria
24e54fba82fcecac52cea9f7619276fb	p__Euryarchaeota	c__Thermoplasmata
a1e507190e98c0123f723d674e4df003	p__Proteobacteria	c__Alphaproteobacteria
eca32c37dc82a6e7298ac25a5b0f2a71	p__Proteobacteria	c__Alphaproteobacteria
280e1f236eda80be182844e298ab6264	p__Proteobacteria	c__Deltaproteobacteria
5f5d5bfd4f0cc47a9cf78774f70b733a	p__Firmicutes	c__Clostridia
037d392e15a063fbc724e147d23128cf	p__Proteobacteria	c__Alphaproteobacteria
2e4ab14af6a7d53078075efb080ee2bf	p__Proteobacteria	c__Alphaproteobacteria
dfed24f9c3897483f1f8f72e7a03d1ec	p__Proteobacteria	c__Alphaproteobacteria
a59f4be0bf04c016a46e780f8634eabe	p__Proteobacteria	c__Betaproteobacteria
76df2f0b210d6154a6d186422b666bdd	p__Proteobacteria	c__Gammaproteobacteria
8ea8898da2cba3754da0c372d4fb0dd1	p__Proteobacteria	c__Alphaproteobacteria
0ca63011975a0c66ab49d6d811ec1333	p__Proteobacteria	c__Betaproteobacteria
7f1a1d410b7a55435e476f1d4b418575	p__Bacteroidetes	c__Cytophagia
96e0be4947e2932d1c166ab99a565cd5	p__Bacteroidetes	c__Bacteroidia
79a9e8a00d58dd85aeb39e14ffbeddde	p__Firmicutes	c__Clostridia
48e78febb867bdd042184278b06a9525	p__TM7	c__TM7_3
ce24bb5e471a1a97c20f7fa9ec10c7d5	p__Chlorobi	c__OPB56
50c71662ee2bdb4b44c90637dac87b21	p__Bacteroidetes	c__Bacteroidia
d920f7c0d24aefb91b52cb10f17ef96a	p__Proteobacteria	c__Alphaproteobacteria
a002b5a6f75d900fd665facc6168da1e	p__Proteobacteria	c__Alphaproteobacteria
0aded1b3141e3310e12f5eb13a8435d5	p__Firmicutes	c__Bacilli
3b51d330992198cb4dbe523db493b1a6	p__Bacteroidetes	c__Bacteroidia
75b2f73a8228ec16da03f5402e3a9047	p__Proteobacteria	c__Alphaproteobacteria
469bbcc0a136de28c1c7221827566c76	p__Actinobacteria	c__Actinobacteria
3725c00564c2ef091164f4f084ddbb39	p__Proteobacteria	c__Alphaproteobacteria
3a534d2781b3965e651000d720eeba80	p__Proteobacteria	c__Gammaproteobacteria
40b8efb3129cff5742ad683f8e6ca051	p__Proteobacteria	c__Alphaproteobacteria
1558c1e2dd8343d6c0342d2a81ad832b	p__Bacteroidetes	c__Bacteroidia
25c190d67d4b0ec8b7d6219e7dab5aad	p__Bacteroidetes	c__Cytophagia
b7eaea056ab4e5583afcf6cc3d21b02e	p__Bacteroidetes	c__Cytophagia
6730a1a71598423f72e0898bfc487765	p__OP8	c__OP8_1
f0b194acf904926ad13f649590f6d457	p__Actinobacteria	c__Acidimicrobiia
0126dded44b0b0679ba1924d324f7cde	p__Proteobacteria	c__Betaproteobacteria
433d1c017f5942babce0c150dfb3132a	p__Proteobacteria	c__Alphaproteobacteria
5486b7e4cfced5e97a06198a61baceb6	p__Bacteroidetes	c__Rhodothermi
0b5d214681156d76808045a73ad2eca7	p__Proteobacteria	c__Alphaproteobacteria
2331201405035df83532f4c43afd3eb3	p__Proteobacteria	c__Gammaproteobacteria
ca0af2fb080dd9f7b73ede57d05cdb45	p__Proteobacteria	c__Gammaproteobacteria
8557b2b4002dbeb5dd7004485818680a	p__Proteobacteria	c__Alphaproteobacteria
3fa411304cdec1dd90b5b5f2612dc311	p__Firmicutes	c__Bacilli
e0c8951b41775caa4d2b3096b5d56078	p__Proteobacteria	c__Alphaproteobacteria
4ad6063a670baafafd41fdb2a3d19fe2	p__Proteobacteria	c__Alphaproteobacteria
6950bd1b0b6a700eefb6c62cb1009191	p__Actinobacteria	c__Actinobacteria
9fe5508b8a294459e09d3a4b0d8f1be6	p__Proteobacteria	c__Betaproteobacteria
1a8fa067559733a2d2f673dd9d96cec6	p__Proteobacteria	c__Alphaproteobacteria
d36a7617b1facb410c67165fa949ab8a	p__Proteobacteria	c__Alphaproteobacteria
65d13266beea6e5385edd5fbcb6f772a	p__Proteobacteria	c__Betaproteobacteria
38a32485d937a807fba7bdebf950fbb9	p__Bacteroidetes	c__Saprospirae
38351d2991f418b55ba0d4ce43d1815a	p__Proteobacteria	c__Alphaproteobacteria
dbe1f4bb2f1f8aa13b30adf46e7dbafa	p__Firmicutes	c__Bacilli
ca64bbe19b4a1382c30bdcadba5c5543	p__Proteobacteria	c__Alphaproteobacteria
a6e95b5aec9c02ee31e2bcc06f464bd8	p__Proteobacteria	c__Epsilonproteobacteria
af470201c052730c02c67a97228ac530	p__Proteobacteria	c__Alphaproteobacteria
e9f7d04b935425f6ab7c0716ca70505e	p__Proteobacteria	c__Alphaproteobacteria
e2e6a61378b2d4f662917c9de0588502	p__Proteobacteria	c__Alphaproteobacteria
2f76abb6cd177cabecd61e5408d2ded6	p__Proteobacteria	c__Alphaproteobacteria
e901fcad7efd9c428c48db72da753b25	p__Proteobacteria	c__Gammaproteobacteria
cad09a525e573d4f8b4315cfc24234b8		
5111a939090623e161e6a737cd3bb5b4	p__Cyanobacteria	c__Synechococcophycideae
866d5ca0103348c48fd8638c7fa6ef33	p__Proteobacteria	c__Alphaproteobacteria
7a9b1427217c1ce7cab7097e75b4fb38	p__Proteobacteria	c__Alphaproteobacteria
601978e368b6e4a7a441c209fe035b8d	p__Proteobacteria	c__Alphaproteobacteria
fdf4a77f46e330f54471a0df13b5be24	p__Proteobacteria	c__Alphaproteobacteria
f38e25a84266304acbbc9581b891cbed	p__Proteobacteria	c__Alphaproteobacteria
cfc80d0a2fd37075d60576d89c2b4efa	p__Actinobacteria	c__Acidimicrobiia
f04511c3e5a2670310871e4058774f37	p__Actinobacteria	c__Acidimicrobiia
2230c6270d0584cc7dd74ac02e0bea0d	p__Proteobacteria	c__Alphaproteobacteria
fe9b3eeb577f438a5ac4b77816a964a9	p__Proteobacteria	c__Betaproteobacteria
558561467c2954d886d87c136eacb430	p__Firmicutes	c__Clostridia
ac3bdc5b85c69d23174f8486983ba1a8	p__Proteobacteria	c__Alphaproteobacteria
7bac740bbef81212dcc758e74878b3b3	p__Proteobacteria	c__Gammaproteobacteria
2a49deefc4759038b6f943cdecd5e038	p__Proteobacteria	c__Betaproteobacteria
5e77dd2003a7740f31e959a52abea65d	p__TM7	c__TM7_3
c30a4c09d68306bf94568e55249bdb5c	p__Proteobacteria	c__Alphaproteobacteria
79055d57efb55c7a3312f1c4692d2937	p__Proteobacteria	c__Alphaproteobacteria
19f4ada08b581d67263bb5ba15ec692d	p__Actinobacteria	c__Acidimicrobiia
7f2766e272c239adc451c4ac30c6f3e8	p__Proteobacteria	c__Alphaproteobacteria
200fd41f7747136cd22f6100b19eba2e	p__Proteobacteria	c__Alphaproteobacteria
e2e8f6c886dca7714a684e674a6bf211	p__Proteobacteria	c__Alphaproteobacteria
c385230b97e0bb439b117f7b805d3441	p__Proteobacteria	c__Betaproteobacteria
bb826dab1a81a01db21f8be087d72819	p__Proteobacteria	c__Alphaproteobacteria
f9ad83aef0bad4a383272407dd337253	p__Proteobacteria	c__Betaproteobacteria
8f1e30d06290ebd862addd0c7e93c529	p__Bacteroidetes	c__Saprospirae
86021a7d4fb30197d78d285b863be31b	p__Proteobacteria	c__Alphaproteobacteria
9ce6131757a569184b8c9d4928afa428	p__Proteobacteria	c__Alphaproteobacteria
9b05386496e157e0d0bb036f9e72f192	p__Acidobacteria	c__Acidobacteria_6
69c23d88e436a2e6faad637c1c11b50c	p__Thermi	c__Deinococci
af6558cb1c88be18531b92a1dcaff98f	p__Firmicutes	c__Clostridia
07e62a2034079a5699391703e41f7dfb	p__Proteobacteria	c__Betaproteobacteria
c7c361b32487bcb23756a8be88173fbe	p__TM7	c__TM7_1
5d98a9581b3be25d2ecb49e49019cc02	p__Proteobacteria	c__Gammaproteobacteria
ee64d59799f9aa519c8594a88ad06d5c	p__Proteobacteria	c__Betaproteobacteria
0e054fa50260a367e9dc90a789bebc25	p__Acidobacteria	c__Chloracidobacteria
46129dd22cbc6a8a0bad28f338a6f289	p__Bacteroidetes	c__Sphingobacteriia
a726193e41dbd254f21fc38341e8298d	p__Proteobacteria	c__Gammaproteobacteria
294f8a952f71b552e39768482d4721f1	p__Actinobacteria	c__Actinobacteria
75bb39e8ffb1f2273f94dcc90d51aa91	p__Proteobacteria	c__Alphaproteobacteria
339afefd166f7822b999ac752b8453db	p__Proteobacteria	c__Alphaproteobacteria
750eff8aebfc1523a98bdfe77bcaf5c0	p__Proteobacteria	c__Betaproteobacteria
de2603afa7abbf6e6500a55e6cadfba7	p__Proteobacteria	c__Betaproteobacteria
6452a403dddebe8fefe11655c3c5aecd	p__Proteobacteria	c__Gammaproteobacteria
388f10998dec7a9b8dfd378ce0298ba8	p__Proteobacteria	c__Betaproteobacteria
cf2ac812ebf874a95107b353baad534c	p__Proteobacteria	c__Betaproteobacteria
aa16066ca83f05c3bde3b956ea0df6ff	p__Chloroflexi	c__Dehalococcoidetes
a60b2c13110b4b36930705168945c4e7	p__Bacteroidetes	c__Saprospirae
5735b35a53ca0934d4cfd60ccfeaf813	p__Proteobacteria	c__Betaproteobacteria
909bc4f48d411013a49b3b4a4f47e24c	p__Bacteroidetes	c__Saprospirae
84daf94d544aacb4c92ac2b6a83cb997	p__Proteobacteria	c__Gammaproteobacteria
30d56492fd4b463833bbf9f2e0441c1c	p__Proteobacteria	c__Alphaproteobacteria
2255cc47b84926254775a193e1406d1a	p__Actinobacteria	c__Acidimicrobiia
f9deb9143fd87f5d30e82b6d611e4564	p__Proteobacteria	c__Alphaproteobacteria
b5b46f35ebc63a3c138aecf9d5c690dc	p__Bacteroidetes	c__Cytophagia
7cecc3051909a24dd0d6cbaacec9d64a	p__TM7	c__TM7_1
eed9f43ced297649208dd4d004339b65	p__Proteobacteria	c__Betaproteobacteria
992865adc9e41a4d54719fd5dd1f0803	p__Acidobacteria	c__Chloracidobacteria
841c3c8a697e66c7cdff9125f89a037b	p__Proteobacteria	c__Alphaproteobacteria
ad23da97745c88bc17da8cca013a256d	p__Proteobacteria	c__Alphaproteobacteria
b4f480e2e7cd030bf07285a3acd8788d	p__Proteobacteria	c__Alphaproteobacteria
4ae4e341de1e3f02d9f69719099028a7	p__Proteobacteria	c__Alphaproteobacteria
6f90165dde7af59f43beac3362262494	p__Proteobacteria	c__Alphaproteobacteria
e35d5be5149cb3afad2dba4802fe93b7	p__Verrucomicrobia	c__Verrucomicrobiae
276f0bb6088552e92b2f484749e31940	p__Proteobacteria	c__Betaproteobacteria
831155520bcbf8dc8772f24d929afe54	p__TM7	c__TM7_3
ca656da61551b07c34ba7787eb6ad904	p__Proteobacteria	c__Alphaproteobacteria
e4190cce7bc728e92c80d24cc0ab5174	p__Proteobacteria	c__Betaproteobacteria
4ff035e404c42bdba9e2fbc17e394533	p__Proteobacteria	c__Gammaproteobacteria
9e5b199c69410256e034853fee2a5f9a	p__Bacteroidetes	c__Saprospirae
411c9390597ebc20fcba3047f5373201	p__Chloroflexi	
94c76025e9dc37a53422d36073b6c88c	p__Actinobacteria	c__Actinobacteria
91f27e7ef401d722935b96beb3129ab2	p__Firmicutes	c__Bacilli
afb70de2e39ce4077a2e1f927a9d8f02	p__Bacteroidetes	c__Saprospirae
3b7da51d0bf1ceeaa64e632c467b8c00	p__TM7	c__TM7_1
b67dda5eef872c80cb9658e8d4c56e97	p__Proteobacteria	c__Betaproteobacteria
7faf9aa39283729dbd943886e952331c	p__Bacteroidetes	c__Bacteroidia
bc3eb4cf0462d04e8bc3ee84d338c766	p__Firmicutes	c__Clostridia
0d403843ea9aaf770b12db2a950829ad	p__Cyanobacteria	c__Oscillatoriophycideae
13d703825a187c678410c1a9420ea7e0	p__Proteobacteria	c__Alphaproteobacteria
800c91305c5d4e575d58d0c09a4a83e5	p__Proteobacteria	c__Deltaproteobacteria
e6496310c94aa6fc47cf049c13c7a80d	p__Proteobacteria	c__Alphaproteobacteria
c9445cd69499be428a3a1b6daf7cb9e2	p__Proteobacteria	c__Gammaproteobacteria
e7d51ffec68e3eeef94c13a471b7ff34	p__Proteobacteria	c__Betaproteobacteria
21102ff18e541eae54574839efd64c1a	p__Euryarchaeota	c__Methanomicrobia
d122994dda9318a112e3b422b8e332d7	p__Cyanobacteria	c__Synechococcophycideae
e710d88ffed1d21c4234370f3730829f	p__Proteobacteria	c__Alphaproteobacteria
4e44f56cd749eb225ff1058982c0d468	p__Gemmatimonadetes	c__Gemmatimonadetes
473486ffde179e96edfb374f4187f1ee	p__Bacteroidetes	c__Cytophagia
dd0baa885e2d7462c5aa864fdbec2110	p__Proteobacteria	c__Betaproteobacteria
8ca4f7fe1b1eefc958a2f2e58d597ad9	p__Proteobacteria	c__Betaproteobacteria
16eeb8453c86fdadc154a5484091c160	p__Firmicutes	c__Clostridia
5011181b7613a4236f83fc3b676f3448	p__Actinobacteria	c__Actinobacteria
c844497c2e3db43f66b551f7e56583a4	p__Proteobacteria	c__Betaproteobacteria
d637ec4adf23787cc4aeaf685ad92cd2	p__Bacteroidetes	c__Cytophagia
010f3c6a29558663fc58cac3ef937d04	p__Proteobacteria	c__Betaproteobacteria
a9d5bae89546e11215d644e439d0b35f	p__Bacteroidetes	c__Cytophagia
f7dab466e29d2a106cb24772a1c0870c	p__Chloroflexi	c__Anaerolineae
77ab06e6f356a1410731f5be7ab4bc8b	p__Proteobacteria	c__Betaproteobacteria
43979f9c9d3ae70dbfcaceb2498b587a	p__Firmicutes	c__Clostridia
73fec4077ce6a85b3579ffe91bc2ee47	p__Actinobacteria	c__Thermoleophilia
2682bffe61344a31979b032ce79bb1d5	p__Gemmatimonadetes	c__Gemm_3
c887b3e4164cdcb560403a36b14fd121	p__Proteobacteria	c__Betaproteobacteria
5355d5e4f1f6e5238b67c02d1a72589d	p__Actinobacteria	c__Acidimicrobiia
8ff170ea3765a8d9d9ad3fbd29f2cab9	p__Proteobacteria	c__Gammaproteobacteria
bfa44a85bccde56c4f357b37642a3a10	p__Chloroflexi	c__Dehalococcoidetes
a5c4644aae074f499653b37447ba6845	p__Proteobacteria	c__Alphaproteobacteria
60890e8dc36cd3cf3b8408c8b93309a1	p__Acidobacteria	c__Chloracidobacteria
84e990be5531e7bcc649e1c2e4f82e3f	p__Proteobacteria	c__Betaproteobacteria
a477dc47268aa1febff0d447e259ae41	p__Proteobacteria	c__Betaproteobacteria
3dbf08b1ed7809ea863e1ddacf474a67	p__Euryarchaeota	c__Methanomicrobia
9d634d8a258a42e3f0882327b62ac198	p__Proteobacteria	c__Alphaproteobacteria
b729dd91838bd0b828512cab17e1d9f8	p__Proteobacteria	c__Betaproteobacteria
9d06cc8f88501a3009579914fc290951	p__Proteobacteria	c__Alphaproteobacteria
9b6a58f4ea06d7e921325eb34169d67c	p__Proteobacteria	c__Alphaproteobacteria
cd30ff9d08206f9cb5cad23ae21f6f4e	p__Proteobacteria	c__Alphaproteobacteria
8c8f8bc0215ca30d4addddc54362ac26	p__Gemmatimonadetes	c__Gemm_3
0d92ce065f944d2177b41b7566244b0d	p__Bacteroidetes	c__Saprospirae
a6241a759fac2739bd3138e1d43f9b33	p__Bacteroidetes	c__Saprospirae
d09bba7a08d79cfef715e1a916627a98	p__Proteobacteria	c__Alphaproteobacteria
218427e0f7d29fdda79ad2fc7e646b2c	p__Proteobacteria	c__Alphaproteobacteria
b7dea9acee4b69390a2d9af407d1c5eb	p__Proteobacteria	c__Betaproteobacteria
5a1fa0b16cae77f4c3f1a5afa4585eea	p__Proteobacteria	c__Alphaproteobacteria
e956c8caacec07e6b87cb93659d8ef42	p__Proteobacteria	c__Alphaproteobacteria
da060f6ae7a274c47bbccc03ff96f7a4	p__Proteobacteria	c__Betaproteobacteria
f4fe6277d61666264f30b782a5547c7e	p__Proteobacteria	c__Betaproteobacteria
efa048e10fb2c1e05d31ae48642632d1	p__Proteobacteria	c__Alphaproteobacteria
03940c6472496d0e7a43de05c5162dcd	p__Bacteroidetes	c__Bacteroidia
fee9ec363c6f4041501fbf099dbae42f	p__Bacteroidetes	c__Bacteroidia
c4672bb77db3403e4350a781b239c385	p__Proteobacteria	c__Betaproteobacteria
f025efaacd6434947d00fba0fd547f35	p__Gemmatimonadetes	c__Gemm_3
ca3a395c9265d89c7b07dbcb65658fa1	p__Proteobacteria	c__Betaproteobacteria
ca208f1421bc8eded66b9495f38f1ac4	p__Actinobacteria	c__Actinobacteria
2b4d764a2d02a62e6bf91e3d782a5b22	p__Actinobacteria	c__Actinobacteria
4e866e359ecf83220b60695a8eecd04d	p__Bacteroidetes	c__Bacteroidia
7f6e3231b533f3c621cdbb359dbf1b78	p__Bacteroidetes	c__Sphingobacteriia
a2f154b757ed110ec2d2d1342bfb5a8a	p__Proteobacteria	c__Gammaproteobacteria
fecdf8611f089d55c7b1cf3f3d1c271e	p__Proteobacteria	c__Deltaproteobacteria
ccabc4529c053f004d1d477b2e225d21	p__Proteobacteria	c__Deltaproteobacteria
ff004c38a7d1b6017b246bdc7c3210ae	p__Bacteroidetes	c__Flavobacteriia
0a3643de438a4a3d783fed029f420a07	p__Proteobacteria	c__Betaproteobacteria
758ed11af80b65b16734ce5575811cc1	p__Bacteroidetes	c__Bacteroidia
a90562df7c51e2a6cb258a657fafac13	p__Proteobacteria	c__Gammaproteobacteria
9f8682d76e1e80d8a4f68ea84a95eb40	p__Gemmatimonadetes	c__Gemmatimonadetes
052057f9f375f9a11e47bac4ced2325c	p__Proteobacteria	c__Gammaproteobacteria
cb22666c95b9ad0faaf584b30560f168	p__Bacteroidetes	c__Cytophagia
b372fa822bb3d96ddc11c4db2bd5fb78	p__Proteobacteria	c__Betaproteobacteria
ddb9a649d4d150f2365d3e312266baa6	p__Proteobacteria	c__Gammaproteobacteria
